id_article;id_rubrique;id_mot
6633;141;310
6634;141;11
6634;141;26
6634;141;80
6634;141;271
6634;141;310
6635;141;13
6635;141;26
6635;141;79
6635;141;84
6635;141;310
6636;141;13
6636;141;26
6636;141;27
6636;141;76
6636;141;272
6636;141;310
6637;141;11
6637;141;27
6637;141;72
6637;141;221
6637;141;243
6637;141;310
6638;141;11
6638;141;27
6638;141;72
6638;141;178
6638;141;310
6639;141;11
6639;141;27
6639;141;72
6639;141;310
6639;141;324
6640;141;11
6640;141;27
6640;141;72
6640;141;310
6640;141;324
6641;141;11
6641;141;27
6641;141;72
6641;141;164
6641;141;310
6642;141;11
6642;141;27
6642;141;73
6642;141;205
6642;141;310
6643;141;11
6643;141;27
6643;141;73
6643;141;178
6643;141;310
6644;141;11
6644;141;21
6644;141;27
6644;141;73
6644;141;191
6644;141;224
6644;141;258
6644;141;310
6645;141;11
6645;141;27
6645;141;73
6645;141;271
6645;141;310
6646;141;11
6646;141;27
6646;141;73
6646;141;178
6646;141;310
6647;141;11
6647;141;27
6647;141;76
6647;141;182
6647;141;310
6648;141;11
6648;141;27
6648;141;76
6648;141;164
6648;141;310
6649;141;11
6649;141;27
6649;141;76
6649;141;164
6649;141;310
6650;141;11
6650;141;27
6650;141;77
6650;141;243
6650;141;310
6651;141;11
6651;141;27
6651;141;77
6651;141;182
6651;141;243
6651;141;310
6652;141;11
6652;141;27
6652;141;78
6652;141;216
6652;141;310
6652;141;324
6653;141;12
6653;141;78
6653;141;283
6653;141;305
6653;141;310
6654;141;12
6654;141;73
6654;141;249
6654;141;302
6654;141;310
6655;141;12
6655;141;77
6655;141;249
6655;141;302
6655;141;310
6656;141;12
6656;141;77
6656;141;249
6656;141;302
6656;141;310
6657;141;13
6657;141;23
6657;141;24
6657;141;25
6657;141;72
6657;141;224
6657;141;310
6658;141;13
6658;141;24
6658;141;25
6658;141;77
6658;141;140
6658;141;152
6658;141;207
6658;141;310
6659;141;13
6659;141;21
6659;141;72
6659;141;100
6659;141;302
6659;141;310
6660;141;13
6660;141;21
6660;141;73
6660;141;100
6660;141;302
6660;141;310
6661;141;13
6661;141;21
6661;141;73
6661;141;191
6661;141;224
6661;141;258
6661;141;302
6661;141;310
6662;141;13
6662;141;21
6662;141;73
6662;141;100
6662;141;302
6662;141;310
6663;141;13
6663;141;21
6663;141;73
6663;141;100
6663;141;302
6663;141;310
6664;141;13
6664;141;21
6664;141;76
6664;141;100
6664;141;302
6664;141;310
6665;141;11
6665;141;21
6665;141;76
6665;141;164
6665;141;302
6665;141;310
6666;141;13
6666;141;21
6666;141;77
6666;141;155
6666;141;224
6666;141;302
6666;141;310
6667;141;13
6667;141;21
6667;141;77
6667;141;100
6667;141;302
6667;141;310
6668;141;11
6668;141;21
6668;141;77
6668;141;164
6668;141;302
6668;141;310
6669;141;13
6669;141;21
6669;141;77
6669;141;100
6669;141;302
6669;141;310
6670;141;13
6670;141;21
6670;141;77
6670;141;100
6670;141;302
6670;141;310
6671;141;13
6671;141;21
6671;141;100
6671;141;229
6671;141;302
6671;141;310
6672;141;13
6672;141;21
6672;141;100
6672;141;229
6672;141;302
6672;141;310
6673;141;13
6673;141;21
6673;141;100
6673;141;229
6673;141;302
6673;141;310
6674;141;13
6674;141;21
6674;141;100
6674;141;229
6674;141;302
6674;141;310
6799;141;13
6799;141;115
6799;141;302
6799;141;310
6885;141;147
6885;141;229
6885;141;302
6885;141;310
6969;141;11
6969;141;23
6969;141;72
6969;141;178
6969;141;182
6969;141;245
6969;141;310
6971;141;11
6971;141;27
6971;141;72
6971;141;173
6971;141;310
6991;141;12
6991;141;72
6991;141;217
6991;141;305
6991;141;310
7012;141;12
7012;141;72
7012;141;124
7012;141;305
7012;141;310
7016;141;12
7016;141;72
7016;141;110
7016;141;302
7016;141;310
7017;141;12
7017;141;72
7017;141;110
7017;141;302
7017;141;310
7019;141;12
7019;141;72
7019;141;108
7019;141;305
7019;141;310
7023;141;12
7023;141;72
7023;141;90
7023;141;302
7023;141;310
7024;141;12
7024;141;72
7024;141;90
7024;141;302
7024;141;310
7052;141;13
7052;141;24
7052;141;72
7052;141;91
7052;141;310
7054;141;13
7054;141;23
7054;141;72
7054;141;141
7054;141;310
7081;141;13
7081;141;25
7081;141;72
7081;141;103
7081;141;115
7081;141;310
7087;141;13
7087;141;25
7087;141;72
7087;141;103
7087;141;310
7089;141;13
7089;141;25
7089;141;72
7089;141;101
7089;141;115
7089;141;310
7100;141;13
7100;141;23
7100;141;27
7100;141;72
7100;141;267
7100;141;310
7121;141;12
7121;141;73
7121;141;110
7121;141;302
7121;141;310
7128;141;13
7128;141;23
7128;141;73
7128;141;141
7128;141;310
7139;141;11
7139;141;23
7139;141;24
7139;141;76
7139;141;164
7139;141;232
7139;141;310
7147;141;11
7147;141;23
7147;141;76
7147;141;307
7147;141;310
7148;141;11
7148;141;23
7148;141;76
7148;141;307
7148;141;310
7155;141;11
7155;141;27
7155;141;76
7155;141;173
7155;141;310
7156;141;11
7156;141;27
7156;141;76
7156;141;173
7156;141;310
7157;141;11
7157;141;27
7157;141;76
7157;141;173
7157;141;310
7170;141;12
7170;141;76
7170;141;217
7170;141;302
7170;141;310
7171;141;12
7171;141;76
7171;141;217
7171;141;302
7171;141;310
7172;141;12
7172;141;76
7172;141;217
7172;141;302
7172;141;310
7173;141;12
7173;141;76
7173;141;217
7173;141;305
7173;141;310
7174;141;12
7174;141;76
7174;141;196
7174;141;305
7174;141;310
7188;141;12
7188;141;76
7188;141;124
7188;141;305
7188;141;310
7215;141;13
7215;141;23
7215;141;76
7215;141;200
7215;141;310
7222;141;13
7222;141;23
7222;141;76
7222;141;141
7222;141;310
7242;141;13
7242;141;23
7242;141;26
7242;141;76
7242;141;121
7242;141;310
7244;141;13
7244;141;25
7244;141;76
7244;141;115
7244;141;310
7248;141;13
7248;141;24
7248;141;76
7248;141;115
7248;141;310
7249;141;13
7249;141;76
7249;141;110
7249;141;115
7249;141;305
7249;141;310
7254;141;13
7254;141;23
7254;141;76
7254;141;91
7254;141;310
7270;141;11
7270;141;27
7270;141;77
7270;141;173
7270;141;310
7271;141;11
7271;141;27
7271;141;77
7271;141;173
7271;141;310
7277;141;11
7277;141;27
7277;141;77
7277;141;310
7277;141;334
7288;141;12
7288;141;77
7288;141;217
7288;141;305
7288;141;310
7289;141;12
7289;141;77
7289;141;217
7289;141;305
7289;141;310
7290;141;12
7290;141;77
7290;141;217
7290;141;305
7290;141;310
7303;141;12
7303;141;77
7303;141;124
7303;141;305
7303;141;310
7304;141;12
7304;141;77
7304;141;124
7304;141;305
7304;141;310
7312;141;12
7312;141;77
7312;141;110
7312;141;305
7312;141;310
7315;141;12
7315;141;77
7315;141;108
7315;141;305
7315;141;310
7316;141;12
7316;141;77
7316;141;108
7316;141;305
7316;141;310
7326;141;12
7326;141;77
7326;141;90
7326;141;302
7326;141;310
7327;141;12
7327;141;77
7327;141;90
7327;141;302
7327;141;310
7333;141;13
7333;141;24
7333;141;25
7333;141;77
7333;141;131
7333;141;191
7333;141;310
7333;141;323
7334;141;13
7334;141;24
7334;141;25
7334;141;77
7334;141;103
7334;141;310
7334;141;323
7358;141;13
7358;141;23
7358;141;77
7358;141;141
7358;141;310
7359;141;13
7359;141;23
7359;141;77
7359;141;141
7359;141;310
7364;141;13
7364;141;24
7364;141;77
7364;141;310
7364;141;331
7411;141;11
7411;141;27
7411;141;77
7411;141;173
7411;141;310
7412;141;11
7412;141;27
7412;141;77
7412;141;173
7412;141;310
7414;141;12
7414;141;77
7414;141;217
7414;141;305
7414;141;310
7417;141;12
7417;141;77
7417;141;283
7417;141;305
7417;141;310
7418;141;12
7418;141;77
7418;141;283
7418;141;305
7418;141;310
7419;141;12
7419;141;77
7419;141;283
7419;141;305
7419;141;310
7421;141;12
7421;141;78
7421;141;110
7421;141;305
7421;141;310
7425;141;12
7425;141;77
7425;141;90
7425;141;302
7425;141;310
7426;141;12
7426;141;77
7426;141;90
7426;141;302
7426;141;310
7446;141;12
7446;141;77
7446;141;90
7446;141;302
7446;141;310
7453;141;13
7453;141;25
7453;141;301
7453;141;310
7453;141;349
7457;141;12
7457;141;283
7457;141;305
7457;141;310
7457;141;373
7476;141;12
7476;141;217
7476;141;229
7476;141;302
7476;141;310
7490;141;13
7490;141;23
7490;141;141
7490;141;229
7490;141;310
7491;141;13
7491;141;23
7491;141;74
7491;141;141
7491;141;310
7505;141;12
7505;141;75
7505;141;217
7505;141;302
7505;141;310
7506;141;12
7506;141;75
7506;141;196
7506;141;305
7506;141;310
7530;141;12
7530;141;74
7530;141;217
7530;141;302
7530;141;310
7538;141;13
7538;141;23
7538;141;74
7538;141;200
7538;141;310
7550;141;12
7550;141;82
7550;141;217
7550;141;305
7550;141;310
7551;141;12
7551;141;82
7551;141;217
7551;141;305
7551;141;310
7556;141;12
7556;141;82
7556;141;283
7556;141;305
7556;141;310
7557;141;12
7557;141;82
7557;141;283
7557;141;305
7557;141;310
7570;141;12
7570;141;82
7570;141;108
7570;141;305
7570;141;310
7595;141;12
7595;141;110
7595;141;115
7595;141;300
7595;141;302
7595;141;310
7611;141;13
7611;141;23
7611;141;80
7611;141;91
7611;141;152
7611;141;200
7611;141;218
7611;141;310
7615;141;13
7615;141;23
7615;141;80
7615;141;165
7615;141;182
7615;141;218
7615;141;272
7615;141;310
7617;141;13
7617;141;80
7617;141;115
7617;141;302
7617;141;310
7622;141;13
7622;141;23
7622;141;79
7622;141;141
7622;141;310
7723;141;11
7723;141;23
7723;141;75
7723;141;310
7723;141;311
7724;141;11
7724;141;23
7724;141;73
7724;141;310
7724;141;311
7725;141;11
7725;141;23
7725;141;72
7725;141;310
7725;141;311
7726;141;11
7726;141;23
7726;141;77
7726;141;310
7726;141;311
7727;141;11
7727;141;23
7727;141;77
7727;141;310
7727;141;311
7728;141;11
7728;141;23
7728;141;229
7728;141;310
7728;141;311
7729;141;11
7729;141;23
7729;141;76
7729;141;310
7729;141;311
7730;141;11
7730;141;23
7730;141;76
7730;141;310
7730;141;311
7731;141;11
7731;141;23
7731;141;76
7731;141;310
7731;141;311
7732;141;11
7732;141;23
7732;141;76
7732;141;310
7732;141;311
7733;141;11
7733;141;23
7733;141;230
7733;141;310
7733;141;311
7734;141;11
7734;141;23
7734;141;73
7734;141;310
7734;141;311
7735;141;13
7735;141;23
7735;141;80
7735;141;310
7735;141;326
7736;141;13
7736;141;23
7736;141;82
7736;141;310
7736;141;326
7737;141;13
7737;141;23
7737;141;82
7737;141;310
7737;141;326
7738;141;13
7738;141;25
7738;141;77
7738;141;310
7738;141;329
7739;141;13
7739;141;24
7739;141;77
7739;141;310
7739;141;330
7740;141;13
7740;141;24
7740;141;77
7740;141;155
7740;141;310
7741;141;13
7741;141;26
7741;141;77
7741;141;153
7741;141;155
7741;141;224
7741;141;310
7742;141;13
7742;141;26
7742;141;153
7742;141;155
7742;141;230
7742;141;310
7743;141;13
7743;141;24
7743;141;77
7743;141;138
7743;141;155
7743;141;310
7744;141;13
7744;141;23
7744;141;121
7744;141;229
7744;141;310
7745;141;13
7745;141;23
7745;141;121
7745;141;229
7745;141;310
7746;141;13
7746;141;23
7746;141;77
7746;141;121
7746;141;310
7747;141;13
7747;141;23
7747;141;121
7747;141;229
7747;141;310
7748;141;13
7748;141;23
7748;141;121
7748;141;229
7748;141;310
7749;141;13
7749;141;26
7749;141;75
7749;141;116
7749;141;310
7750;141;13
7750;141;23
7750;141;73
7750;141;116
7750;141;310
7751;141;13
7751;141;26
7751;141;76
7751;141;116
7751;141;310
7752;141;13
7752;141;23
7752;141;72
7752;141;310
7752;141;326
7753;141;13
7753;141;23
7753;141;77
7753;141;112
7753;141;310
7754;141;13
7754;141;23
7754;141;82
7754;141;112
7754;141;310
7755;141;13
7755;141;23
7755;141;82
7755;141;112
7755;141;310
7756;141;13
7756;141;23
7756;141;82
7756;141;112
7756;141;310
7757;141;13
7757;141;21
7757;141;77
7757;141;100
7757;141;302
7757;141;310
7758;141;13
7758;141;21
7758;141;77
7758;141;100
7758;141;302
7758;141;310
7759;141;13
7759;141;21
7759;141;77
7759;141;100
7759;141;302
7759;141;310
7760;141;13
7760;141;23
7760;141;75
7760;141;83
7760;141;310
7761;141;13
7761;141;23
7761;141;76
7761;141;83
7761;141;310
7762;141;13
7762;141;21
7762;141;23
7762;141;72
7762;141;83
7762;141;310
6675;151;13
6675;151;72
6675;151;263
6675;151;312
6675;151;313
6675;151;315
6676;151;13
6676;151;72
6676;151;174
6676;151;312
6676;151;314
6677;151;12
6677;151;72
6677;151;283
6677;151;312
6677;151;318
6678;151;11
6678;151;76
6678;151;205
6678;151;312
6678;151;313
6679;151;11
6679;151;76
6679;151;205
6679;151;312
6679;151;313
6680;151;13
6680;151;76
6680;151;165
6680;151;312
6680;151;313
6681;151;13
6681;151;76
6681;151;165
6681;151;312
6681;151;313
6682;151;13
6682;151;76
6682;151;165
6682;151;312
6682;151;313
6683;151;11
6683;151;76
6683;151;205
6683;151;312
6683;151;313
6684;151;13
6684;151;77
6684;151;165
6684;151;312
6684;151;313
6685;151;13
6685;151;77
6685;151;152
6685;151;164
6685;151;165
6685;151;218
6685;151;263
6685;151;312
6685;151;313
6686;151;13
6686;151;165
6686;151;229
6686;151;312
6686;151;313
6687;151;13
6687;151;72
6687;151;263
6687;151;313
6687;151;315
6687;151;380
6688;151;13
6688;151;72
6688;151;263
6688;151;312
6688;151;313
6688;151;315
6689;151;11
6689;151;72
6689;151;182
6689;151;312
6689;151;313
6689;151;317
6690;151;13
6690;151;77
6690;151;224
6690;151;285
6690;151;312
6690;151;313
6690;151;317
6691;151;13
6691;151;72
6691;151;174
6691;151;312
6691;151;314
6692;151;13
6692;151;72
6692;151;174
6692;151;220
6692;151;312
6692;151;314
6693;151;13
6693;151;76
6693;151;174
6693;151;312
6693;151;314
6694;151;13
6694;151;76
6694;151;243
6694;151;273
6694;151;312
6694;151;314
6695;151;13
6695;151;76
6695;151;174
6695;151;312
6695;151;314
6696;151;13
6696;151;77
6696;151;174
6696;151;312
6696;151;314
6697;151;13
6697;151;77
6697;151;174
6697;151;312
6697;151;314
6698;151;13
6698;151;77
6698;151;91
6698;151;312
6698;151;314
6699;151;13
6699;151;77
6699;151;174
6699;151;312
6699;151;314
6700;151;13
6700;151;77
6700;151;91
6700;151;312
6700;151;314
6701;151;13
6701;151;77
6701;151;91
6701;151;270
6701;151;312
6701;151;314
6702;151;13
6702;151;77
6702;151;174
6702;151;312
6702;151;314
6703;151;13
6703;151;72
6703;151;224
6703;151;312
6703;151;314
6703;151;317
6704;151;13
6704;151;72
6704;151;262
6704;151;312
6704;151;315
6705;151;11
6705;151;73
6705;151;102
6705;151;312
6705;151;316
6705;151;376
6706;151;13
6706;151;76
6706;151;84
6706;151;312
6706;151;316
6707;151;11
6707;151;80
6707;151;102
6707;151;312
6707;151;316
6707;151;376
6708;151;11
6708;151;72
6708;151;164
6708;151;312
6708;151;317
6709;151;11
6709;151;72
6709;151;182
6709;151;251
6709;151;312
6709;151;317
6709;151;376
6710;151;11
6710;151;72
6710;151;271
6710;151;312
6710;151;317
6711;151;11
6711;151;72
6711;151;251
6711;151;312
6711;151;317
6712;151;11
6712;151;72
6712;151;251
6712;151;312
6712;151;317
6712;151;376
6713;151;11
6713;151;76
6713;151;178
6713;151;312
6713;151;317
6714;151;13
6714;151;77
6714;151;262
6714;151;312
6714;151;317
6715;151;13
6715;151;77
6715;151;262
6715;151;312
6715;151;317
6716;151;11
6716;151;78
6716;151;312
6716;151;317
6716;151;324
6717;151;11
6717;151;75
6717;151;216
6717;151;312
6717;151;317
6717;151;324
6718;151;13
6718;151;76
6718;151;100
6718;151;302
6718;151;312
6719;151;13
6719;151;100
6719;151;229
6719;151;312
6719;151;376
6720;151;13
6720;151;100
6720;151;229
6720;151;312
6720;151;376
6721;151;13
6721;151;75
6721;151;100
6721;151;312
6721;151;376
6796;151;13
6796;151;72
6796;151;115
6796;151;312
6796;151;319
6797;151;13
6797;151;72
6797;151;115
6797;151;312
6797;151;314
6801;151;13
6801;151;76
6801;151;115
6801;151;312
6801;151;315
6802;151;13
6802;151;76
6802;151;115
6802;151;312
6802;151;315
6804;151;13
6804;151;80
6804;151;115
6804;151;312
6804;151;313
6884;151;115
6884;151;147
6884;151;229
6884;151;302
6884;151;312
6957;151;11
6957;151;72
6957;151;182
6957;151;307
6957;151;312
6957;151;313
6958;151;11
6958;151;72
6958;151;307
6958;151;312
6958;151;313
6959;151;11
6959;151;72
6959;151;307
6959;151;312
6959;151;313
6961;151;11
6961;151;72
6961;151;312
6961;151;317
6961;151;324
6962;151;11
6962;151;72
6962;151;312
6962;151;317
6962;151;324
6967;151;11
6967;151;72
6967;151;178
6967;151;312
6967;151;313
6968;151;11
6968;151;72
6968;151;178
6968;151;312
6968;151;313
6975;151;11
6975;151;72
6975;151;164
6975;151;312
6975;151;313
6976;151;11
6976;151;72
6976;151;164
6976;151;312
6976;151;313
6977;151;11
6977;151;72
6977;151;285
6977;151;312
6977;151;313
6977;151;317
6978;151;11
6978;151;72
6978;151;160
6978;151;312
6978;151;317
6983;151;11
6983;151;72
6983;151;102
6983;151;312
6983;151;316
6986;151;13
6986;151;72
6986;151;312
6986;151;313
6986;151;385
6990;151;12
6990;151;72
6990;151;217
6990;151;312
6990;151;318
6992;151;12
6992;151;72
6992;151;196
6992;151;312
6992;151;319
6995;151;12
6995;151;72
6995;151;187
6995;151;312
6995;151;319
6996;151;12
6996;151;72
6996;151;187
6996;151;312
6996;151;319
7006;151;12
7006;151;72
7006;151;249
7006;151;312
7006;151;319
7007;151;12
7007;151;72
7007;151;249
7007;151;312
7007;151;319
7015;151;12
7015;151;72
7015;151;110
7015;151;312
7015;151;319
7018;151;12
7018;151;72
7018;151;108
7018;151;312
7018;151;318
7025;151;12
7025;151;72
7025;151;90
7025;151;207
7025;151;312
7025;151;319
7029;151;13
7029;151;72
7029;151;273
7029;151;312
7029;151;314
7033;151;13
7033;151;72
7033;151;207
7033;151;312
7033;151;314
7037;151;13
7037;151;72
7037;151;200
7037;151;312
7037;151;313
7038;151;13
7038;151;72
7038;151;200
7038;151;312
7038;151;313
7039;151;13
7039;151;72
7039;151;120
7039;151;191
7039;151;312
7039;151;315
7039;151;323
7046;151;13
7046;151;72
7046;151;174
7046;151;312
7046;151;318
7047;151;13
7047;151;72
7047;151;174
7047;151;312
7047;151;317
7050;151;13
7050;151;72
7050;151;165
7050;151;182
7050;151;312
7050;151;313
7051;151;13
7051;151;72
7051;151;165
7051;151;312
7051;151;313
7055;151;13
7055;151;72
7055;151;312
7055;151;315
7055;151;388
7059;151;13
7059;151;72
7059;151;312
7059;151;315
7059;151;336
7066;151;13
7066;151;72
7066;151;153
7066;151;155
7066;151;279
7066;151;312
7066;151;316
7073;151;13
7073;151;72
7073;151;153
7073;151;155
7073;151;279
7073;151;312
7073;151;314
7073;151;316
7076;151;13
7076;151;72
7076;151;103
7076;151;312
7076;151;315
7078;151;13
7078;151;72
7078;151;115
7078;151;312
7078;151;318
7079;151;13
7079;151;72
7079;151;115
7079;151;312
7079;151;313
7083;151;13
7083;151;72
7083;151;272
7083;151;312
7083;151;316
7092;151;13
7092;151;72
7092;151;100
7092;151;302
7092;151;312
7096;151;13
7096;151;72
7096;151;91
7096;151;312
7096;151;313
7097;151;13
7097;151;72
7097;151;263
7097;151;312
7097;151;313
7097;151;315
7098;151;13
7098;151;72
7098;151;312
7098;151;313
7098;151;385
7102;151;13
7102;151;72
7102;151;84
7102;151;312
7102;151;314
7102;151;318
7103;151;11
7103;151;73
7103;151;271
7103;151;312
7103;151;317
7104;151;11
7104;151;73
7104;151;173
7104;151;312
7104;151;317
7105;151;11
7105;151;76
7105;151;164
7105;151;312
7105;151;313
7106;151;11
7106;151;76
7106;151;164
7106;151;312
7106;151;313
7108;151;11
7108;151;73
7108;151;102
7108;151;312
7108;151;313
7109;151;12
7109;151;73
7109;151;187
7109;151;312
7109;151;319
7111;151;12
7111;151;73
7111;151;154
7111;151;312
7111;151;318
7111;151;319
7112;151;12
7112;151;73
7112;151;154
7112;151;312
7112;151;318
7112;151;319
7113;151;12
7113;151;73
7113;151;154
7113;151;312
7113;151;318
7113;151;319
7119;151;12
7119;151;73
7119;151;283
7119;151;312
7119;151;318
7125;151;13
7125;151;73
7125;151;174
7125;151;312
7125;151;314
7126;151;13
7126;151;73
7126;151;165
7126;151;312
7126;151;313
7127;151;13
7127;151;73
7127;151;141
7127;151;312
7127;151;313
7133;151;13
7133;151;73
7133;151;263
7133;151;312
7133;151;313
7133;151;315
7137;151;13
7137;151;73
7137;151;263
7137;151;312
7137;151;313
7137;151;315
7138;151;13
7138;151;73
7138;151;263
7138;151;312
7138;151;313
7138;151;315
7143;151;11
7143;151;76
7143;151;271
7143;151;312
7143;151;317
7144;151;11
7144;151;76
7144;151;271
7144;151;312
7144;151;317
7145;151;11
7145;151;76
7145;151;271
7145;151;312
7145;151;317
7146;151;11
7146;151;76
7146;151;271
7146;151;312
7146;151;317
7152;151;11
7152;151;76
7152;151;178
7152;151;312
7152;151;313
7153;151;11
7153;151;76
7153;151;178
7153;151;312
7153;151;313
7154;151;11
7154;151;76
7154;151;178
7154;151;312
7154;151;313
7159;151;11
7159;151;76
7159;151;164
7159;151;258
7159;151;312
7159;151;313
7160;151;11
7160;151;76
7160;151;164
7160;151;312
7160;151;313
7161;151;11
7161;151;76
7161;151;164
7161;151;312
7161;151;313
7162;151;11
7162;151;76
7162;151;164
7162;151;312
7162;151;313
7163;151;11
7163;151;76
7163;151;164
7163;151;312
7163;151;313
7166;151;11
7166;151;76
7166;151;164
7166;151;258
7166;151;312
7166;151;313
7166;151;317
7187;151;12
7187;151;76
7187;151;124
7187;151;312
7187;151;318
7191;151;12
7191;151;76
7191;151;108
7191;151;312
7191;151;318
7192;151;12
7192;151;76
7192;151;108
7192;151;312
7192;151;318
7193;151;12
7193;151;76
7193;151;108
7193;151;312
7193;151;318
7200;151;12
7200;151;76
7200;151;90
7200;151;312
7200;151;319
7201;151;12
7201;151;76
7201;151;90
7201;151;312
7201;151;319
7202;151;12
7202;151;76
7202;151;90
7202;151;312
7202;151;319
7203;151;12
7203;151;76
7203;151;90
7203;151;312
7203;151;319
7205;151;13
7205;151;76
7205;151;225
7205;151;312
7205;151;315
7209;151;13
7209;151;76
7209;151;131
7209;151;207
7209;151;312
7209;151;314
7210;151;13
7210;151;76
7210;151;90
7210;151;207
7210;151;312
7210;151;319
7214;151;13
7214;151;76
7214;151;200
7214;151;312
7214;151;313
7216;151;13
7216;151;76
7216;151;131
7216;151;138
7216;151;140
7216;151;191
7216;151;206
7216;151;220
7216;151;312
7216;151;315
7216;151;323
7219;151;13
7219;151;76
7219;151;165
7219;151;312
7219;151;313
7220;151;13
7220;151;76
7220;151;165
7220;151;312
7220;151;313
7227;151;13
7227;151;76
7227;151;312
7227;151;315
7227;151;336
7230;151;13
7230;151;76
7230;151;155
7230;151;312
7230;151;316
7231;151;13
7231;151;76
7231;151;155
7231;151;312
7231;151;314
7232;151;13
7232;151;76
7232;151;155
7232;151;312
7232;151;314
7236;151;13
7236;151;76
7236;151;103
7236;151;131
7236;151;312
7236;151;315
7238;151;13
7238;151;76
7238;151;103
7238;151;312
7238;151;315
7239;151;13
7239;151;76
7239;151;115
7239;151;135
7239;151;312
7239;151;315
7240;151;13
7240;151;76
7240;151;103
7240;151;131
7240;151;312
7240;151;315
7241;151;13
7241;151;76
7241;151;267
7241;151;312
7241;151;313
7241;151;314
7243;151;13
7243;151;76
7243;151;257
7243;151;312
7243;151;316
7245;151;13
7245;151;76
7245;151;115
7245;151;312
7245;151;315
7257;151;13
7257;151;76
7257;151;267
7257;151;312
7257;151;313
7260;151;11
7260;151;77
7260;151;232
7260;151;312
7260;151;313
7260;151;314
7263;151;11
7263;151;77
7263;151;271
7263;151;312
7263;151;317
7264;151;11
7264;151;77
7264;151;271
7264;151;312
7264;151;317
7265;151;11
7265;151;77
7265;151;173
7265;151;312
7265;151;317
7267;151;11
7267;151;77
7267;151;173
7267;151;312
7267;151;317
7272;151;11
7272;151;77
7272;151;164
7272;151;312
7272;151;313
7273;151;11
7273;151;77
7273;151;164
7273;151;312
7273;151;317
7276;151;11
7276;151;77
7276;151;312
7276;151;316
7276;151;317
7276;151;334
7280;151;11
7280;151;77
7280;151;255
7280;151;258
7280;151;285
7280;151;312
7280;151;313
7280;151;317
7280;151;334
7281;151;11
7281;151;77
7281;151;102
7281;151;312
7281;151;316
7283;151;12
7283;151;77
7283;151;217
7283;151;312
7283;151;318
7284;151;12
7284;151;77
7284;151;217
7284;151;312
7284;151;318
7285;151;12
7285;151;77
7285;151;217
7285;151;312
7285;151;318
7286;151;12
7286;151;77
7286;151;217
7286;151;312
7286;151;318
7287;151;12
7287;151;77
7287;151;217
7287;151;312
7287;151;319
7291;151;12
7291;151;77
7291;151;183
7291;151;312
7291;151;319
7294;151;12
7294;151;77
7294;151;249
7294;151;312
7294;151;319
7295;151;12
7295;151;77
7295;151;249
7295;151;312
7295;151;319
7299;151;12
7299;151;77
7299;151;110
7299;151;125
7299;151;312
7299;151;319
7300;151;12
7300;151;77
7300;151;125
7300;151;312
7300;151;319
7301;151;12
7301;151;77
7301;151;125
7301;151;312
7301;151;318
7305;151;12
7305;151;77
7305;151;124
7305;151;312
7305;151;318
7306;151;12
7306;151;77
7306;151;124
7306;151;312
7306;151;318
7314;151;12
7314;151;77
7314;151;108
7314;151;312
7314;151;318
7319;151;12
7319;151;77
7319;151;312
7319;151;319
7319;151;351
7320;151;12
7320;151;77
7320;151;312
7320;151;318
7320;151;351
7321;151;12
7321;151;77
7321;151;312
7321;151;318
7321;151;351
7328;151;12
7328;151;77
7328;151;90
7328;151;312
7328;151;319
7329;151;13
7329;151;77
7329;151;312
7329;151;313
7329;151;321
7331;151;13
7331;151;77
7331;151;207
7331;151;312
7331;151;314
7332;151;13
7332;151;77
7332;151;207
7332;151;312
7332;151;314
7335;151;13
7335;151;77
7335;151;312
7335;151;315
7335;151;323
7335;151;336
7335;151;349
7336;151;13
7336;151;77
7336;151;131
7336;151;312
7336;151;315
7336;151;323
7337;151;13
7337;151;77
7337;151;312
7337;151;314
7337;151;315
7337;151;323
7338;151;13
7338;151;77
7338;151;103
7338;151;131
7338;151;140
7338;151;312
7338;151;315
7338;151;323
7341;151;13
7341;151;77
7341;151;307
7341;151;312
7341;151;317
7341;151;325
7342;151;13
7342;151;77
7342;151;312
7342;151;313
7342;151;325
7343;151;13
7343;151;77
7343;151;312
7343;151;317
7343;151;325
7346;151;13
7346;151;77
7346;151;174
7346;151;312
7346;151;316
7347;151;13
7347;151;77
7347;151;174
7347;151;312
7347;151;316
7348;151;13
7348;151;77
7348;151;174
7348;151;312
7348;151;316
7349;151;13
7349;151;77
7349;151;174
7349;151;312
7349;151;314
7350;151;13
7350;151;77
7350;151;174
7350;151;312
7350;151;314
7354;151;13
7354;151;77
7354;151;165
7354;151;184
7354;151;218
7354;151;312
7354;151;313
7355;151;11
7355;151;13
7355;151;77
7355;151;152
7355;151;164
7355;151;165
7355;151;184
7355;151;251
7355;151;258
7355;151;263
7355;151;312
7355;151;313
7363;151;13
7363;151;77
7363;151;312
7363;151;314
7363;151;331
7365;151;13
7365;151;77
7365;151;312
7365;151;314
7365;151;331
7373;151;13
7373;151;77
7373;151;312
7373;151;317
7373;151;342
7375;151;13
7375;151;77
7375;151;312
7375;151;317
7375;151;342
7379;151;13
7379;151;77
7379;151;152
7379;151;164
7379;151;165
7379;151;184
7379;151;218
7379;151;263
7379;151;312
7379;151;313
7379;151;315
7380;151;13
7380;151;77
7380;151;312
7380;151;315
7380;151;323
7380;151;336
7380;151;349
7383;151;13
7383;151;77
