id_article;id_rubrique;id_mot
6307;128;294
6308;128;13
6308;128;25
6308;128;77
6308;128;101
6308;128;114
6308;128;115
6308;128;294
6309;128;11
6309;128;26
6309;128;77
6309;128;258
6309;128;294
6310;128;13
6310;128;25
6310;128;290
6310;128;294
6310;128;301
6311;128;13
6311;128;23
6311;128;25
6311;128;77
6311;128;191
6311;128;294
6312;128;13
6312;128;23
6312;128;25
6312;128;77
6312;128;191
6312;128;294
6313;128;13
6313;128;21
6313;128;77
6313;128;174
6313;128;294
6313;128;305
6314;128;13
6314;128;21
6314;128;24
6314;128;77
6314;128;174
6314;128;294
6315;128;13
6315;128;21
6315;128;26
6315;128;77
6315;128;174
6315;128;294
6316;128;13
6316;128;21
6316;128;24
6316;128;77
6316;128;174
6316;128;294
6317;128;13
6317;128;21
6317;128;24
6317;128;77
6317;128;174
6317;128;294
6318;128;13
6318;128;21
6318;128;77
6318;128;174
6318;128;220
6318;128;294
6318;128;305
6319;128;13
6319;128;24
6319;128;77
6319;128;131
6319;128;140
6319;128;152
6319;128;207
6319;128;294
6320;128;11
6320;128;23
6320;128;77
6320;128;173
6320;128;294
6321;128;11
6321;128;23
6321;128;77
6321;128;173
6321;128;294
6322;128;11
6322;128;26
6322;128;77
6322;128;173
6322;128;294
6323;128;11
6323;128;77
6323;128;173
6323;128;294
6323;128;305
6324;128;11
6324;128;26
6324;128;77
6324;128;173
6324;128;294
6325;128;11
6325;128;26
6325;128;77
6325;128;255
6325;128;294
6326;128;11
6326;128;26
6326;128;77
6326;128;255
6326;128;294
6327;128;13
6327;128;23
6327;128;77
6327;128;263
6327;128;294
6328;128;13
6328;128;23
6328;128;25
6328;128;77
6328;128;263
6328;128;294
6329;128;13
6329;128;23
6329;128;77
6329;128;131
6329;128;218
6329;128;223
6329;128;263
6329;128;294
6330;128;13
6330;128;23
6330;128;77
6330;128;263
6330;128;294
6331;128;13
6331;128;23
6331;128;25
6331;128;77
6331;128;263
6331;128;294
6332;128;13
6332;128;21
6332;128;77
6332;128;134
6332;128;294
6333;128;13
6333;128;21
6333;128;77
6333;128;134
6333;128;294
6334;128;13
6334;128;23
6334;128;77
6334;128;267
6334;128;294
6335;128;13
6335;128;24
6335;128;77
6335;128;267
6335;128;294
6336;128;13
6336;128;23
6336;128;77
6336;128;112
6336;128;294
6337;128;13
6337;128;24
6337;128;77
6337;128;276
6337;128;294
6338;128;11
6338;128;26
6338;128;77
6338;128;285
6338;128;294
6339;128;11
6339;128;26
6339;128;77
6339;128;285
6339;128;294
6340;128;11
6340;128;26
6340;128;77
6340;128;285
6340;128;294
6341;128;13
6341;128;24
6341;128;77
6341;128;131
6341;128;207
6341;128;294
6342;128;13
6342;128;24
6342;128;77
6342;128;131
6342;128;207
6342;128;294
6343;128;13
6343;128;21
6343;128;23
6343;128;24
6343;128;77
6343;128;152
6343;128;165
6343;128;218
6343;128;294
6344;128;13
6344;128;23
6344;128;77
6344;128;165
6344;128;184
6344;128;294
6345;128;13
6345;128;23
6345;128;77
6345;128;165
6345;128;294
6346;128;12
6346;128;27
6346;128;78
6346;128;108
6346;128;294
6347;128;13
6347;128;23
6347;128;78
6347;128;267
6347;128;294
6348;128;12
6348;128;27
6348;128;108
6348;128;294
6348;128;303
6349;128;11
6349;128;25
6349;128;243
6349;128;294
6349;128;303
6350;128;11
6350;128;25
6350;128;182
6350;128;243
6350;128;294
6350;128;303
6351;128;13
6351;128;24
6351;128;91
6351;128;115
6351;128;207
6351;128;294
6351;128;303
6352;128;11
6352;128;26
6352;128;229
6352;128;271
6352;128;294
6353;128;11
6353;128;26
6353;128;229
6353;128;271
6353;128;294
6354;128;11
6354;128;26
6354;128;229
6354;128;271
6354;128;294
6355;128;11
6355;128;26
6355;128;229
6355;128;271
6355;128;294
6356;128;13
6356;128;21
6356;128;26
6356;128;174
6356;128;229
6356;128;294
6357;128;13
6357;128;21
6357;128;26
6357;128;174
6357;128;229
6357;128;294
6358;128;13
6358;128;21
6358;128;26
6358;128;174
6358;128;229
6358;128;294
6359;128;13
6359;128;21
6359;128;26
6359;128;174
6359;128;229
6359;128;294
6360;128;13
6360;128;24
6360;128;131
6360;128;140
6360;128;152
6360;128;207
6360;128;229
6360;128;294
6362;128;12
6362;128;22
6362;128;27
6362;128;90
6362;128;229
6362;128;294
6362;128;305
6363;128;12
6363;128;90
6363;128;229
6363;128;294
6363;128;305
6364;128;12
6364;128;27
6364;128;90
6364;128;229
6364;128;294
6365;128;12
6365;128;27
6365;128;90
6365;128;229
6365;128;294
6366;128;12
6366;128;27
6366;128;90
6366;128;229
6366;128;294
6367;128;12
6367;128;90
6367;128;229
6367;128;294
6367;128;305
6368;128;12
6368;128;90
6368;128;229
6368;128;294
6368;128;305
6369;128;11
6369;128;26
6369;128;75
6369;128;271
6369;128;294
6370;128;13
6370;128;23
6370;128;111
6370;128;231
6370;128;294
6371;128;13
6371;128;25
6371;128;230
6371;128;290
6371;128;294
6372;128;11
6372;128;26
6372;128;74
6372;128;271
6372;128;294
6373;128;13
6373;128;26
6373;128;74
6373;128;262
6373;128;294
6374;128;11
6374;128;26
6374;128;74
6374;128;178
6374;128;294
6375;128;13
6375;128;23
6375;128;82
6375;128;263
6375;128;294
6376;128;13
6376;128;25
6376;128;82
6376;128;262
6376;128;294
6377;128;13
6377;128;26
6377;128;82
6377;128;262
6377;128;294
6378;128;13
6378;128;25
6378;128;82
6378;128;207
6378;128;294
6379;128;13
6379;128;24
6379;128;82
6379;128;207
6379;128;294
6380;128;13
6380;128;24
6380;128;82
6380;128;207
6380;128;294
6381;128;13
6381;128;25
6381;128;82
6381;128;90
6381;128;207
6381;128;294
6382;128;13
6382;128;26
6382;128;82
6382;128;262
6382;128;294
6383;128;11
6383;128;26
6383;128;80
6383;128;271
6383;128;288
6383;128;294
6384;128;13
6384;128;21
6384;128;80
6384;128;115
6384;128;294
6385;128;13
6385;128;21
6385;128;24
6385;128;80
6385;128;174
6385;128;294
6388;128;13
6388;128;24
6388;128;80
6388;128;276
6388;128;294
6392;128;12
6392;128;27
6392;128;79
6392;128;108
6392;128;294
6393;128;12
6393;128;27
6393;128;79
6393;128;90
6393;128;294
6393;128;305
6417;128;13
6417;128;23
6417;128;73
6417;128;111
6417;128;294
6513;128;11
6513;128;23
6513;128;73
6513;128;205
6513;128;294
6514;128;13
6514;128;22
6514;128;23
6514;128;76
6514;128;267
6514;128;294
6515;128;11
6515;128;23
6515;128;77
6515;128;205
6515;128;294
6516;128;11
6516;128;23
6516;128;77
6516;128;205
6516;128;294
6517;128;11
6517;128;23
6517;128;80
6517;128;205
6517;128;294
6518;128;13
6518;128;23
6518;128;24
6518;128;77
6518;128;224
6518;128;294
6519;128;13
6519;128;23
6519;128;25
6519;128;72
6519;128;263
6519;128;294
6520;128;13
6520;128;23
6520;128;26
6520;128;72
6520;128;272
6520;128;294
6521;128;13
6521;128;20
6521;128;23
6521;128;26
6521;128;75
6521;128;267
6521;128;294
6522;128;11
6522;128;23
6522;128;27
6522;128;72
6522;128;182
6522;128;294
6523;128;13
6523;128;24
6523;128;72
6523;128;91
6523;128;294
6524;128;13
6524;128;24
6524;128;73
6524;128;91
6524;128;152
6524;128;200
6524;128;218
6524;128;294
6525;128;13
6525;128;21
6525;128;24
6525;128;79
6525;128;224
6525;128;294
6526;128;13
6526;128;21
6526;128;25
6526;128;78
6526;128;209
6526;128;294
6527;128;13
6527;128;25
6527;128;280
6527;128;294
6527;128;373
6528;128;13
6528;128;25
6528;128;280
6528;128;294
6528;128;373
6529;128;11
6529;128;26
6529;128;72
6529;128;251
6529;128;294
6530;128;13
6530;128;26
6530;128;72
6530;128;84
6530;128;294
6531;128;11
6531;128;26
6531;128;76
6531;128;271
6531;128;294
6532;128;11
6532;128;26
6532;128;77
6532;128;251
6532;128;294
6533;128;11
6533;128;27
6533;128;72
6533;128;243
6533;128;294
6534;128;11
6534;128;27
6534;128;73
6534;128;182
6534;128;294
6534;128;322
6535;128;11
6535;128;27
6535;128;73
6535;128;271
6535;128;294
6536;128;13
6536;128;27
6536;128;229
6536;128;272
6536;128;294
6537;128;11
6537;128;27
6537;128;82
6537;128;258
6537;128;294
6538;128;13
6538;128;27
6538;128;72
6538;128;272
6538;128;294
6539;128;12
6539;128;73
6539;128;283
6539;128;294
6539;128;305
6540;128;12
6540;128;73
6540;128;283
6540;128;294
6540;128;305
6541;128;12
6541;128;73
6541;128;283
6541;128;294
6541;128;305
6542;128;13
6542;128;21
6542;128;72
6542;128;100
6542;128;294
6542;128;302
6543;128;13
6543;128;21
6543;128;72
6543;128;100
6543;128;294
6543;128;302
6544;128;13
6544;128;21
6544;128;77
6544;128;100
6544;128;294
6544;128;302
6545;128;13
6545;128;21
6545;128;77
6545;128;100
6545;128;294
6545;128;302
6546;128;13
6546;128;21
6546;128;100
6546;128;229
6546;128;294
6546;128;302
6547;128;13
6547;128;21
6547;128;100
6547;128;229
6547;128;294
6547;128;302
6881;128;75
6881;128;147
6881;128;294
6881;128;302
6888;128;82
6888;128;115
6888;128;147
6888;128;294
6888;128;302
7030;128;13
7030;128;24
7030;128;72
7030;128;273
7030;128;294
7034;128;13
7034;128;23
7034;128;72
7034;128;200
7034;128;294
7035;128;13
7035;128;23
7035;128;72
7035;128;200
7035;128;294
7036;128;13
7036;128;23
7036;128;72
7036;128;200
7036;128;294
7060;128;13
7060;128;25
7060;128;72
7060;128;138
7060;128;153
7060;128;155
7060;128;294
7061;128;13
7061;128;26
7061;128;72
7061;128;155
7061;128;220
7061;128;294
7062;128;13
7062;128;26
7062;128;72
7062;128;155
7062;128;294
7065;128;13
7065;128;23
7065;128;72
7065;128;155
7065;128;294
7120;128;12
7120;128;73
7120;128;283
7120;128;294
7120;128;305
7129;128;13
7129;128;23
7129;128;82
7129;128;141
7129;128;294
7130;128;13
7130;128;23
7130;128;73
7130;128;141
7130;128;294
7194;128;12
7194;128;76
7194;128;108
7194;128;294
7194;128;305
7195;128;12
7195;128;76
7195;128;108
7195;128;294
7195;128;305
7211;128;13
7211;128;23
7211;128;76
7211;128;200
7211;128;294
7212;128;13
7212;128;23
7212;128;76
7212;128;200
7212;128;294
7213;128;13
7213;128;23
7213;128;76
7213;128;200
7213;128;294
7228;128;13
7228;128;24
7228;128;76
7228;128;155
7228;128;294
7229;128;13
7229;128;25
7229;128;76
7229;128;155
7229;128;294
7298;128;12
7298;128;77
7298;128;283
7298;128;294
7298;128;305
7445;128;12
7445;128;77
7445;128;283
7445;128;294
7445;128;305
7450;128;13
7450;128;23
7450;128;141
7450;128;294
7450;128;303
7515;128;13
7515;128;75
7515;128;153
7515;128;155
7515;128;294
7515;128;302
7558;128;12
7558;128;82
7558;128;283
7558;128;294
7558;128;302
7558;128;305
7559;128;12
7559;128;82
7559;128;283
7559;128;294
7559;128;305
7719;128;12
7719;128;75
7719;128;196
7719;128;294
7719;128;305
7720;128;13
7720;128;23
7720;128;82
7720;128;116
7720;128;294
7721;128;13
7721;128;26
7721;128;73
7721;128;116
7721;128;294
7722;128;13
7722;128;26
7722;128;73
7722;128;116
7722;128;294
6389;141;13
6389;141;24
6389;141;80
6389;141;131
6389;141;152
6389;141;207
6389;141;310
6548;141;11
6548;141;23
6548;141;72
6548;141;164
6548;141;310
6549;141;13
6549;141;21
6549;141;23
6549;141;72
6549;141;165
6549;141;310
6549;141;342
6550;141;13
6550;141;21
6550;141;23
6550;141;72
6550;141;165
6550;141;310
6550;141;342
6551;141;13
6551;141;23
6551;141;72
6551;141;272
6551;141;310
6552;141;13
6552;141;23
6552;141;72
6552;141;91
6552;141;310
6553;141;11
6553;141;23
6553;141;76
6553;141;164
6553;141;310
6554;141;13
6554;141;21
6554;141;23
6554;141;76
6554;141;152
6554;141;165
6554;141;200
6554;141;218
6554;141;310
6555;141;13
6555;141;23
6555;141;76
6555;141;165
6555;141;310
6556;141;13
6556;141;21
6556;141;23
6556;141;77
6556;141;310
6556;141;342
6557;141;11
6557;141;23
6557;141;77
6557;141;164
6557;141;310
6558;141;13
6558;141;21
6558;141;23
6558;141;77
6558;141;310
6558;141;342
6559;141;13
6559;141;21
6559;141;23
6559;141;77
6559;141;310
6559;141;342
6560;141;11
6560;141;23
6560;141;75
6560;141;164
6560;141;310
6561;141;13
6561;141;23
6561;141;24
6561;141;73
6561;141;207
6561;141;310
6562;141;13
6562;141;23
6562;141;24
6562;141;207
6562;141;229
6562;141;310
6563;141;13
6563;141;23
6563;141;24
6563;141;207
6563;141;230
6563;141;310
6564;141;13
6564;141;23
6564;141;25
6564;141;72
6564;141;263
6564;141;310
6565;141;13
6565;141;23
6565;141;25
6565;141;73
6565;141;263
6565;141;310
6566;141;13
6566;141;23
6566;141;25
6566;141;77
6566;141;263
6566;141;310
6567;141;13
6567;141;23
6567;141;25
6567;141;77
6567;141;263
6567;141;310
6568;141;13
6568;141;23
6568;141;25
6568;141;77
6568;141;263
6568;141;310
6569;141;13
6569;141;23
6569;141;25
6569;141;77
6569;141;263
6569;141;310
6570;141;13
6570;141;23
6570;141;25
6570;141;77
6570;141;263
6570;141;310
6571;141;13
6571;141;23
6571;141;25
6571;141;77
6571;141;263
6571;141;310
6572;141;13
6572;141;23
6572;141;25
6572;141;77
6572;141;263
6572;141;310
6573;141;13
6573;141;23
6573;141;25
6573;141;229
6573;141;263
6573;141;310
6574;141;13
6574;141;23
6574;141;25
6574;141;229
6574;141;263
6574;141;310
6575;141;13
6575;141;23
6575;141;27
6575;141;77
6575;141;165
6575;141;182
6575;141;310
6576;141;13
6576;141;24
6576;141;72
6576;141;115
6576;141;270
6576;141;310
6577;141;13
6577;141;24
6577;141;72
6577;141;174
6577;141;310
6578;141;13
6578;141;24
6578;141;72
6578;141;103
6578;141;131
6578;141;223
6578;141;310
6579;141;13
6579;141;24
6579;141;72
6579;141;103
6579;141;131
6579;141;223
6579;141;310
6580;141;13
6580;141;24
6580;141;72
6580;141;174
6580;141;310
6581;141;13
6581;141;24
6581;141;72
6581;141;174
6581;141;310
6582;141;13
6582;141;24
6582;141;73
6582;141;174
6582;141;310
6583;141;13
6583;141;24
6583;141;73
6583;141;174
6583;141;310
6584;141;13
6584;141;24
6584;141;73
6584;141;174
6584;141;310
6585;141;13
6585;141;24
6585;141;73
6585;141;174
6585;141;310
6586;141;13
6586;141;24
6586;141;76
6586;141;174
6586;141;310
6587;141;13
6587;141;24
6587;141;76
6587;141;174
6587;141;310
6588;141;13
6588;141;24
6588;141;77
6588;141;174
6588;141;310
6589;141;13
6589;141;24
6589;141;77
6589;141;174
6589;141;310
6590;141;13
6590;141;24
6590;141;77
6590;141;174
6590;141;310
6591;141;13
6591;141;24
6591;141;77
6591;141;174
6591;141;310
6592;141;13
6592;141;24
6592;141;77
6592;141;91
6592;141;310
6593;141;13
6593;141;24
6593;141;77
6593;141;91
6593;141;310
6594;141;13
6594;141;24
6594;141;77
6594;141;174
6594;141;310
6595;141;13
6595;141;24
6595;141;77
6595;141;174
6595;141;310
6596;141;13
6596;141;24
6596;141;77
6596;141;174
6596;141;310
6597;141;13
6597;141;24
6597;141;174
6597;141;229
6597;141;310
6598;141;13
6598;141;24
6598;141;174
6598;141;229
6598;141;310
6599;141;13
6599;141;24
6599;141;82
6599;141;131
6599;141;136
6599;141;207
6599;141;310
6600;141;13
6600;141;24
6600;141;82
6600;141;174
6600;141;310
6601;141;13
6601;141;24
6601;141;80
6601;141;84
6601;141;310
6602;141;13
6602;141;24
6602;141;80
6602;141;84
6602;141;310
6603;141;13
6603;141;24
6603;141;80
6603;141;84
6603;141;310
6604;141;13
6604;141;24
6604;141;25
6604;141;72
6604;141;224
6604;141;310
6605;141;13
6605;141;21
6605;141;24
6605;141;25
6605;141;77
6605;141;224
6605;141;310
6606;141;13
6606;141;25
6606;141;72
6606;141;115
6606;141;270
6606;141;310
6606;141;314
6606;141;326
6608;141;13
6608;141;25
6608;141;76
6608;141;103
6608;141;225
6608;141;310
6609;141;13
6609;141;25
6609;141;77
6609;141;280
6609;141;310
6610;141;13
6610;141;25
6610;141;280
6610;141;310
6610;141;373
6611;141;11
6611;141;21
6611;141;26
6611;141;72
6611;141;102
6611;141;310
6612;141;11
6612;141;26
6612;141;72
6612;141;271
6612;141;310
6613;141;11
6613;141;26
6613;141;76
6613;141;271
6613;141;310
6614;141;11
6614;141;26
6614;141;76
6614;141;271
6614;141;310
6615;141;11
6615;141;26
6615;141;76
6615;141;271
6615;141;310
6616;141;11
6616;141;26
6616;141;76
6616;141;251
6616;141;255
6616;141;310
6617;141;11
6617;141;26
6617;141;76
6617;141;271
6617;141;310
6618;141;11
6618;141;26
6618;141;76
6618;141;251
6618;141;310
6619;141;13
6619;141;26
6619;141;76
6619;141;84
6619;141;310
6620;141;11
6620;141;26
6620;141;76
6620;141;271
6620;141;310
6621;141;11
6621;141;26
6621;141;76
6621;141;271
6621;141;310
6622;141;11
6622;141;26
6622;141;76
6622;141;271
6622;141;310
6623;141;13
6623;141;20
6623;141;26
6623;141;76
6623;141;121
6623;141;310
6624;141;11
6624;141;26
6624;141;77
6624;141;271
6624;141;310
6625;141;11
6625;141;26
6625;141;77
6625;141;211
6625;141;271
6625;141;286
6625;141;310
6626;141;11
6626;141;21
6626;141;26
6626;141;77
6626;141;102
6626;141;310
6627;141;11
6627;141;26
6627;141;77
6627;141;271
6627;141;310
6628;141;11
6628;141;26
6628;141;77
6628;141;251
6628;141;310
6629;141;11
6629;141;21
6629;141;26
6629;141;77
6629;141;102
6629;141;310
6630;141;11
6630;141;26
6630;141;77
6630;141;271
6630;141;310
6631;141;11
6631;141;26
6631;141;78
6631;141;271
6631;141;310
6632;141;11
6632;141;26
6632;141;229
6632;141;271
6632;141;310
6633;141;11
6633;141;26
6633;141;80
6633;141;271
